Group,Category,Indicator,Units,Year,Spending
Visitors from Europe,Total Transportation,Daily spending ($),dollar,2013,23.32
Visitors from Europe,Total Transportation,Daily spending ($),dollar,2014,22.89
Visitors from Europe,Total Transportation,Daily spending ($),dollar,2015,26.64
Visitors from Europe,Total Transportation,Daily spending ($),dollar,2016,26.11
Visitors from Europe,Total Transportation,Daily spending ($),dollar,2017,20.91
Visitors from Europe,Total Transportation,Daily spending ($),dollar,2018,26.31
Visitors from Europe,Total Transportation,Daily spending ($),dollar,2019,24.67
Visitors from Europe,Total Transportation,Daily spending ($),dollar,2021,24.49
Visitors from Europe,Total Transportation,Daily spending ($),dollar,2022,27.21
Visitors from Europe,Total Transportation,Daily spending ($),dollar,2023,31.4
Kauai visitors,Total Transportation,Daily spending ($),dollar,2010,20
Kauai visitors,Total Transportation,Daily spending ($),dollar,2011,21.02
Kauai visitors,Total Transportation,Daily spending ($),dollar,2012,20.91
Kauai visitors,Total Transportation,Daily spending ($),dollar,2013,20.3
Kauai visitors,Total Transportation,Daily spending ($),dollar,2014,19.63
Kauai visitors,Total Transportation,Daily spending ($),dollar,2015,19.43
Kauai visitors,Total Transportation,Daily spending ($),dollar,2016,22.12
Kauai visitors,Total Transportation,Daily spending ($),dollar,2017,23.78
Kauai visitors,Total Transportation,Daily spending ($),dollar,2018,23.79
Kauai visitors,Total Transportation,Daily spending ($),dollar,2019,21.21
Kauai visitors,Total Transportation,Daily spending ($),dollar,2021,30.94
Kauai visitors,Total Transportation,Daily spending ($),dollar,2022,30.01
Kauai visitors,Total Transportation,Daily spending ($),dollar,2023,28.92
Visitors from Europe,Total Shopping,Daily spending ($),dollar,2009,16.29
Visitors from Europe,Total Shopping,Daily spending ($),dollar,2010,15.34
Visitors from Europe,Total Shopping,Daily spending ($),dollar,2011,17.02
Visitors from Europe,Total Shopping,Daily spending ($),dollar,2012,18.36
Visitors from Europe,Total Shopping,Daily spending ($),dollar,2013,18.64
Visitors from Europe,Total Shopping,Daily spending ($),dollar,2014,16.16
Visitors from Europe,Total Shopping,Daily spending ($),dollar,2015,16.22
Visitors from Europe,Total Shopping,Daily spending ($),dollar,2016,18.22
Visitors from Europe,Total Shopping,Daily spending ($),dollar,2017,14.63
Visitors from Europe,Total Shopping,Daily spending ($),dollar,2018,14.43
Visitors from Europe,Total Shopping,Daily spending ($),dollar,2019,10.13
Visitors from Europe,Total Shopping,Daily spending ($),dollar,2021,12.7
Visitors from Europe,Total Shopping,Daily spending ($),dollar,2022,11.49
Visitors from Europe,Total Shopping,Daily spending ($),dollar,2023,18.01
Kauai visitors,Total Shopping,Daily spending ($),dollar,2010,15.05
Kauai visitors,Total Shopping,Daily spending ($),dollar,2011,14.79
Kauai visitors,Total Shopping,Daily spending ($),dollar,2012,14.91
Kauai visitors,Total Shopping,Daily spending ($),dollar,2013,14.47
Kauai visitors,Total Shopping,Daily spending ($),dollar,2014,13.64
Kauai visitors,Total Shopping,Daily spending ($),dollar,2015,14.61
Kauai visitors,Total Shopping,Daily spending ($),dollar,2016,14.95
Kauai visitors,Total Shopping,Daily spending ($),dollar,2017,15.16
Kauai visitors,Total Shopping,Daily spending ($),dollar,2018,14.79
Kauai visitors,Total Shopping,Daily spending ($),dollar,2019,13.8
Kauai visitors,Total Shopping,Daily spending ($),dollar,2021,14.93
Kauai visitors,Total Shopping,Daily spending ($),dollar,2022,13.5
Kauai visitors,Total Shopping,Daily spending ($),dollar,2023,17.75
Visitors from Europe,Lodging,Daily spending ($),dollar,2009,60.45
Visitors from Europe,Lodging,Daily spending ($),dollar,2010,69.15
Visitors from Europe,Lodging,Daily spending ($),dollar,2011,66.31
Visitors from Europe,Lodging,Daily spending ($),dollar,2012,79.1
Visitors from Europe,Lodging,Daily spending ($),dollar,2013,82.89
Visitors from Europe,Lodging,Daily spending ($),dollar,2014,79.56
Visitors from Europe,Lodging,Daily spending ($),dollar,2015,77.23
Visitors from Europe,Lodging,Daily spending ($),dollar,2016,88.17
Visitors from Europe,Lodging,Daily spending ($),dollar,2017,66.61
Visitors from Europe,Lodging,Daily spending ($),dollar,2018,65.27
Visitors from Europe,Lodging,Daily spending ($),dollar,2019,59.65
Visitors from Europe,Lodging,Daily spending ($),dollar,2021,67.89
Visitors from Europe,Lodging,Daily spending ($),dollar,2022,87.53
Visitors from Europe,Lodging,Daily spending ($),dollar,2023,108.44
Kauai visitors,Lodging,Daily spending ($),dollar,2010,57.09
Kauai visitors,Lodging,Daily spending ($),dollar,2011,61.96
Kauai visitors,Lodging,Daily spending ($),dollar,2012,65.81
Kauai visitors,Lodging,Daily spending ($),dollar,2013,70.41
Kauai visitors,Lodging,Daily spending ($),dollar,2014,72.92
Kauai visitors,Lodging,Daily spending ($),dollar,2015,77.07
Kauai visitors,Lodging,Daily spending ($),dollar,2016,80.66
Kauai visitors,Lodging,Daily spending ($),dollar,2017,82.08
Kauai visitors,Lodging,Daily spending ($),dollar,2018,86.47
Kauai visitors,Lodging,Daily spending ($),dollar,2019,88.41
Kauai visitors,Lodging,Daily spending ($),dollar,2021,91.46
Kauai visitors,Lodging,Daily spending ($),dollar,2022,101.09
Kauai visitors,Lodging,Daily spending ($),dollar,2023,133.11
Visitors from Europe,All other expenses,Daily spending ($),dollar,2009,4.51
Visitors from Europe,All other expenses,Daily spending ($),dollar,2010,3.84
Visitors from Europe,All other expenses,Daily spending ($),dollar,2011,4.95
Visitors from Europe,All other expenses,Daily spending ($),dollar,2012,4.38
Visitors from Europe,All other expenses,Daily spending ($),dollar,2013,5.58
Visitors from Europe,All other expenses,Daily spending ($),dollar,2014,5.34
Visitors from Europe,All other expenses,Daily spending ($),dollar,2015,5.99
Visitors from Europe,All other expenses,Daily spending ($),dollar,2016,5.77
Visitors from Europe,All other expenses,Daily spending ($),dollar,2017,4.9
Visitors from Europe,All other expenses,Daily spending ($),dollar,2018,7.04
Visitors from Europe,All other expenses,Daily spending ($),dollar,2019,5.06
Visitors from Europe,All other expenses,Daily spending ($),dollar,2021,5.64
Visitors from Europe,All other expenses,Daily spending ($),dollar,2022,3.35
Visitors from Europe,All other expenses,Daily spending ($),dollar,2023,9.18
Kauai visitors,All other expenses,Daily spending ($),dollar,2010,6.71
Kauai visitors,All other expenses,Daily spending ($),dollar,2011,4.9
Kauai visitors,All other expenses,Daily spending ($),dollar,2012,4.91
Kauai visitors,All other expenses,Daily spending ($),dollar,2013,5.65
Kauai visitors,All other expenses,Daily spending ($),dollar,2014,5.4
Kauai visitors,All other expenses,Daily spending ($),dollar,2015,5.53
Kauai visitors,All other expenses,Daily spending ($),dollar,2016,5.29
Kauai visitors,All other expenses,Daily spending ($),dollar,2017,5.56
Kauai visitors,All other expenses,Daily spending ($),dollar,2018,5.13
Kauai visitors,All other expenses,Daily spending ($),dollar,2019,5.84
Kauai visitors,All other expenses,Daily spending ($),dollar,2021,3
Kauai visitors,All other expenses,Daily spending ($),dollar,2022,4.89
Kauai visitors,All other expenses,Daily spending ($),dollar,2023,8.62
Visitors from Oceania,Total Food and beverage,Daily spending ($),dollar,2009,42.66
Visitors from Oceania,Total Food and beverage,Daily spending ($),dollar,2010,42.51
Visitors from Oceania,Total Food and beverage,Daily spending ($),dollar,2011,45.48
Visitors from Oceania,Total Food and beverage,Daily spending ($),dollar,2012,47.34
Visitors from Oceania,Total Food and beverage,Daily spending ($),dollar,2013,49.18
Visitors from Oceania,Total Food and beverage,Daily spending ($),dollar,2014,48.67
Visitors from Oceania,Total Food and beverage,Daily spending ($),dollar,2015,50.41
Visitors from Oceania,Total Food and beverage,Daily spending ($),dollar,2016,54.94
Visitors from Oceania,Total Food and beverage,Daily spending ($),dollar,2017,54.64
Visitors from Oceania,Total Food and beverage,Daily spending ($),dollar,2018,53.65
Visitors from Oceania,Total Food and beverage,Daily spending ($),dollar,2019,55.96
Visitors from Oceania,Total Food and beverage,Daily spending ($),dollar,2021,48.95
Visitors from Oceania,Total Food and beverage,Daily spending ($),dollar,2022,64.61
Visitors from Oceania,Total Food and beverage,Daily spending ($),dollar,2023,67.17
Visitors from Oceania,Total Entertainment & Recreation,Daily spending ($),dollar,2009,19.53
Visitors from Oceania,Total Entertainment & Recreation,Daily spending ($),dollar,2010,18.28
Visitors from Oceania,Total Entertainment & Recreation,Daily spending ($),dollar,2011,21.08
Visitors from Oceania,Total Entertainment & Recreation,Daily spending ($),dollar,2012,21.34
Visitors from Oceania,Total Entertainment & Recreation,Daily spending ($),dollar,2013,23.41
Visitors from Oceania,Total Entertainment & Recreation,Daily spending ($),dollar,2014,22.77
Visitors from Oceania,Total Entertainment & Recreation,Daily spending ($),dollar,2015,24.15
Visitors from Oceania,Total Entertainment & Recreation,Daily spending ($),dollar,2016,24.76
Visitors from Oceania,Total Entertainment & Recreation,Daily spending ($),dollar,2017,24.98
Visitors from Oceania,Total Entertainment & Recreation,Daily spending ($),dollar,2018,25.33
Visitors from Oceania,Total Entertainment & Recreation,Daily spending ($),dollar,2019,25.15
Visitors from Oceania,Total Entertainment & Recreation,Daily spending ($),dollar,2021,22.56
Visitors from Oceania,Total Entertainment & Recreation,Daily spending ($),dollar,2022,26.36
Visitors from Oceania,Total Entertainment & Recreation,Daily spending ($),dollar,2023,28.12
Visitors from Oceania,Total Transportation,Daily spending ($),dollar,2009,14.06
Visitors from Oceania,Total Transportation,Daily spending ($),dollar,2010,14.4
Visitors from Oceania,Total Transportation,Daily spending ($),dollar,2011,14.49
Visitors from Oceania,Total Transportation,Daily spending ($),dollar,2012,14.79
Visitors from Oceania,Total Transportation,Daily spending ($),dollar,2013,14.44
Visitors from Oceania,Total Transportation,Daily spending ($),dollar,2014,15.69
Visitors from Oceania,Total Transportation,Daily spending ($),dollar,2015,16.61
Visitors from Oceania,Total Transportation,Daily spending ($),dollar,2016,17.23
Visitors from Oceania,Total Transportation,Daily spending ($),dollar,2017,16.97
Visitors from Oceania,Total Transportation,Daily spending ($),dollar,2018,16.17
Visitors from Oceania,Total Transportation,Daily spending ($),dollar,2019,15.49
Visitors from Oceania,Total Transportation,Daily spending ($),dollar,2021,14.45
Visitors from Oceania,Total Transportation,Daily spending ($),dollar,2022,20.45
Visitors from Oceania,Total Transportation,Daily spending ($),dollar,2023,19.06
Visitors from Oceania,Total Shopping,Daily spending ($),dollar,2009,50.44
Visitors from Oceania,Total Shopping,Daily spending ($),dollar,2010,53.65
Visitors from Oceania,Total Shopping,Daily spending ($),dollar,2011,63.29
Visitors from Oceania,Total Shopping,Daily spending ($),dollar,2012,59.23
Visitors from Oceania,Total Shopping,Daily spending ($),dollar,2013,60.9
Visitors from Oceania,Total Shopping,Daily spending ($),dollar,2014,62.69
Visitors from Oceania,Total Shopping,Daily spending ($),dollar,2015,54.12
Visitors from Oceania,Total Shopping,Daily spending ($),dollar,2016,56.38
Visitors from Oceania,Total Shopping,Daily spending ($),dollar,2017,58.6
Visitors from Oceania,Total Shopping,Daily spending ($),dollar,2018,56.36
Visitors from Oceania,Total Shopping,Daily spending ($),dollar,2019,53.21
Visitors from Oceania,Total Shopping,Daily spending ($),dollar,2021,50.18
Visitors from Oceania,Total Shopping,Daily spending ($),dollar,2022,49.89
Visitors from Oceania,Total Shopping,Daily spending ($),dollar,2023,45.74
Visitors from Oceania,Lodging,Daily spending ($),dollar,2009,68.25
Visitors from Oceania,Lodging,Daily spending ($),dollar,2010,69.99
Visitors from Oceania,Lodging,Daily spending ($),dollar,2011,77.02
Visitors from Oceania,Lodging,Daily spending ($),dollar,2012,88.21
Visitors from Oceania,Lodging,Daily spending ($),dollar,2013,96.99
Visitors from Oceania,Lodging,Daily spending ($),dollar,2014,96.61
Visitors from Oceania,Lodging,Daily spending ($),dollar,2015,104.24
Visitors from Oceania,Lodging,Daily spending ($),dollar,2016,118.33
Visitors from Oceania,Lodging,Daily spending ($),dollar,2017,98.27
Visitors from Oceania,Lodging,Daily spending ($),dollar,2018,96.18
Visitors from Oceania,Lodging,Daily spending ($),dollar,2019,98.03
Visitors from Oceania,Lodging,Daily spending ($),dollar,2021,86.33
Visitors from Oceania,Lodging,Daily spending ($),dollar,2022,114.84
Visitors from Oceania,Lodging,Daily spending ($),dollar,2023,123.27
Visitors from Oceania,All other expenses,Daily spending ($),dollar,2009,7.95
Visitors from Oceania,All other expenses,Daily spending ($),dollar,2010,8.06
Visitors from Oceania,All other expenses,Daily spending ($),dollar,2011,6.79
Visitors from Oceania,All other expenses,Daily spending ($),dollar,2012,14.58
Visitors from Oceania,All other expenses,Daily spending ($),dollar,2013,14.61
Visitors from Oceania,All other expenses,Daily spending ($),dollar,2014,12.13
Visitors from Oceania,All other expenses,Daily spending ($),dollar,2015,13.24
Visitors from Oceania,All other expenses,Daily spending ($),dollar,2016,14.83
Visitors from Oceania,All other expenses,Daily spending ($),dollar,2017,15.55
Visitors from Oceania,All other expenses,Daily spending ($),dollar,2018,12.69
Visitors from Oceania,All other expenses,Daily spending ($),dollar,2019,13.84
Visitors from Oceania,All other expenses,Daily spending ($),dollar,2021,12.59
Visitors from Oceania,All other expenses,Daily spending ($),dollar,2022,8.57
Visitors from Oceania,All other expenses,Daily spending ($),dollar,2023,12.28
Visitors from Australia,Total Food and beverage,Daily spending ($),dollar,2010,28.45
Visitors from Australia,Total Food and beverage,Daily spending ($),dollar,2011,46.8
Visitors from Australia,Total Food and beverage,Daily spending ($),dollar,2012,50.34
Visitors from Australia,Total Food and beverage,Daily spending ($),dollar,2013,53.09
Visitors from Australia,Total Food and beverage,Daily spending ($),dollar,2014,53.76
Visitors from Australia,Total Food and beverage,Daily spending ($),dollar,2015,53.13
Visitors from Australia,Total Food and beverage,Daily spending ($),dollar,2016,57.04
Visitors from Australia,Total Food and beverage,Daily spending ($),dollar,2017,56.14
Visitors from Australia,Total Food and beverage,Daily spending ($),dollar,2018,55.16
Visitors from Australia,Total Food and beverage,Daily spending ($),dollar,2019,58.02
Visitors from Australia,Total Food and beverage,Daily spending ($),dollar,2021,49.91
Visitors from Australia,Total Food and beverage,Daily spending ($),dollar,2022,66.02
Visitors from Australia,Total Food and beverage,Daily spending ($),dollar,2023,70.52
Visitors from Australia,Total Entertainment & Recreation,Daily spending ($),dollar,2010,19.82
Visitors from Australia,Total Entertainment & Recreation,Daily spending ($),dollar,2011,21.85
Visitors from Australia,Total Entertainment & Recreation,Daily spending ($),dollar,2012,21.93
Visitors from Australia,Total Entertainment & Recreation,Daily spending ($),dollar,2013,23.93
Visitors from Australia,Total Entertainment & Recreation,Daily spending ($),dollar,2014,23.76
Visitors from Australia,Total Entertainment & Recreation,Daily spending ($),dollar,2015,24.5
Visitors from Australia,Total Entertainment & Recreation,Daily spending ($),dollar,2016,25.53
Visitors from Australia,Total Entertainment & Recreation,Daily spending ($),dollar,2017,25.53
Visitors from Australia,Total Entertainment & Recreation,Daily spending ($),dollar,2018,26.28
Visitors from Australia,Total Entertainment & Recreation,Daily spending ($),dollar,2019,26.55
Visitors from Australia,Total Entertainment & Recreation,Daily spending ($),dollar,2021,23.18
Visitors from Australia,Total Entertainment & Recreation,Daily spending ($),dollar,2022,27.9
Visitors from Australia,Total Entertainment & Recreation,Daily spending ($),dollar,2023,29.36
Visitors from Australia,Total Transportation,Daily spending ($),dollar,2010,9.98
Visitors from Australia,Total Transportation,Daily spending ($),dollar,2011,13.16
Visitors from Australia,Total Transportation,Daily spending ($),dollar,2012,14.26
Visitors from Australia,Total Transportation,Daily spending ($),dollar,2013,14.13
Visitors from Australia,Total Transportation,Daily spending ($),dollar,2014,15.17
Visitors from Australia,Total Transportation,Daily spending ($),dollar,2015,15.69
Visitors from Australia,Total Transportation,Daily spending ($),dollar,2016,17.42
Visitors from Australia,Total Transportation,Daily spending ($),dollar,2017,17.06
Visitors from Australia,Total Transportation,Daily spending ($),dollar,2018,16.14
Visitors from Australia,Total Transportation,Daily spending ($),dollar,2019,15.61
Visitors from Australia,Total Transportation,Daily spending ($),dollar,2021,14.34
Visitors from Australia,Total Transportation,Daily spending ($),dollar,2022,21.15
Visitors from Australia,Total Transportation,Daily spending ($),dollar,2023,19.34
Visitors from Australia,Total Shopping,Daily spending ($),dollar,2010,39.12
Visitors from Australia,Total Shopping,Daily spending ($),dollar,2011,67.87
Visitors from Australia,Total Shopping,Daily spending ($),dollar,2012,69.96
Visitors from Australia,Total Shopping,Daily spending ($),dollar,2013,68.76
Visitors from Australia,Total Shopping,Daily spending ($),dollar,2014,70.89
Visitors from Australia,Total Shopping,Daily spending ($),dollar,2015,58.27
Visitors from Australia,Total Shopping,Daily spending ($),dollar,2016,56.15
Visitors from Australia,Total Shopping,Daily spending ($),dollar,2017,59.08
Visitors from Australia,Total Shopping,Daily spending ($),dollar,2018,56.98
Visitors from Australia,Total Shopping,Daily spending ($),dollar,2019,52.78
Visitors from Australia,Total Shopping,Daily spending ($),dollar,2021,49.82
Visitors from Australia,Total Shopping,Daily spending ($),dollar,2022,49.08
Visitors from Australia,Total Shopping,Daily spending ($),dollar,2023,43.67
Visitors from Australia,Lodging,Daily spending ($),dollar,2010,65.53
Visitors from Australia,Lodging,Daily spending ($),dollar,2011,74.71
Visitors from Australia,Lodging,Daily spending ($),dollar,2012,87.09
Visitors from Australia,Lodging,Daily spending ($),dollar,2013,92.66
Visitors from Australia,Lodging,Daily spending ($),dollar,2014,93.25
Visitors from Australia,Lodging,Daily spending ($),dollar,2015,98.98
Visitors from Australia,Lodging,Daily spending ($),dollar,2016,121.46
Visitors from Australia,Lodging,Daily spending ($),dollar,2017,98.81
Visitors from Australia,Lodging,Daily spending ($),dollar,2018,98.68
Visitors from Australia,Lodging,Daily spending ($),dollar,2019,100.45
Visitors from Australia,Lodging,Daily spending ($),dollar,2021,87.07
Visitors from Australia,Lodging,Daily spending ($),dollar,2022,118.76
Visitors from Australia,Lodging,Daily spending ($),dollar,2023,126.27
Visitors from Australia,All other expenses,Daily spending ($),dollar,2010,43.79
Visitors from Australia,All other expenses,Daily spending ($),dollar,2011,4.34
Visitors from Australia,All other expenses,Daily spending ($),dollar,2012,4.38
Visitors from Australia,All other expenses,Daily spending ($),dollar,2013,14.39
Visitors from Australia,All other expenses,Daily spending ($),dollar,2014,13.27
Visitors from Australia,All other expenses,Daily spending ($),dollar,2015,13.53
Visitors from Australia,All other expenses,Daily spending ($),dollar,2016,15.63
Visitors from Australia,All other expenses,Daily spending ($),dollar,2017,16.6
Visitors from Australia,All other expenses,Daily spending ($),dollar,2018,13.68
Visitors from Australia,All other expenses,Daily spending ($),dollar,2019,14.16
Visitors from Australia,All other expenses,Daily spending ($),dollar,2021,13.12
Visitors from Australia,All other expenses,Daily spending ($),dollar,2022,9.2
Visitors from Australia,All other expenses,Daily spending ($),dollar,2023,12.59
Visitors from New Zealand,Total Food and beverage,Daily spending ($),dollar,2010,23.81
Visitors from New Zealand,Total Food and beverage,Daily spending ($),dollar,2011,36.15
Visitors from New Zealand,Total Food and beverage,Daily spending ($),dollar,2012,40.41
Visitors from New Zealand,Total Food and beverage,Daily spending ($),dollar,2013,41.41
Visitors from New Zealand,Total Food and beverage,Daily spending ($),dollar,2014,45.1
Visitors from New Zealand,Total Food and beverage,Daily spending ($),dollar,2015,46.73
Visitors from New Zealand,Total Food and beverage,Daily spending ($),dollar,2016,48.03
Visitors from New Zealand,Total Food and beverage,Daily spending ($),dollar,2017,47.84
Visitors from New Zealand,Total Food and beverage,Daily spending ($),dollar,2018,45.73
Visitors from New Zealand,Total Food and beverage,Daily spending ($),dollar,2019,49.91
Visitors from New Zealand,Total Food and beverage,Daily spending ($),dollar,2021,43.25
Visitors from New Zealand,Total Food and beverage,Daily spending ($),dollar,2022,57.2
Visitors from New Zealand,Total Food and beverage,Daily spending ($),dollar,2023,60.42
Visitors from New Zealand,Total Entertainment & Recreation,Daily spending ($),dollar,2010,10.88
Visitors from New Zealand,Total Entertainment & Recreation,Daily spending ($),dollar,2011,12.28
Visitors from New Zealand,Total Entertainment & Recreation,Daily spending ($),dollar,2012,17.58
Visitors from New Zealand,Total Entertainment & Recreation,Daily spending ($),dollar,2013,16.58
Visitors from New Zealand,Total Entertainment & Recreation,Daily spending ($),dollar,2014,18.71
Visitors from New Zealand,Total Entertainment & Recreation,Daily spending ($),dollar,2015,19.26
Visitors from New Zealand,Total Entertainment & Recreation,Daily spending ($),dollar,2016,22.68
Visitors from New Zealand,Total Entertainment & Recreation,Daily spending ($),dollar,2017,21.89
Visitors from New Zealand,Total Entertainment & Recreation,Daily spending ($),dollar,2018,22.46
Visitors from New Zealand,Total Entertainment & Recreation,Daily spending ($),dollar,2019,20.9
Visitors from New Zealand,Total Entertainment & Recreation,Daily spending ($),dollar,2021,19.77
Visitors from New Zealand,Total Entertainment & Recreation,Daily spending ($),dollar,2022,20.65
Visitors from New Zealand,Total Entertainment & Recreation,Daily spending ($),dollar,2023,26.06
Visitors from New Zealand,Total Transportation,Daily spending ($),dollar,2010,9.13
Visitors from New Zealand,Total Transportation,Daily spending ($),dollar,2011,12.64
Visitors from New Zealand,Total Transportation,Daily spending ($),dollar,2012,13.56
Visitors from New Zealand,Total Transportation,Daily spending ($),dollar,2013,14.72
Visitors from New Zealand,Total Transportation,Daily spending ($),dollar,2014,14.96
Visitors from New Zealand,Total Transportation,Daily spending ($),dollar,2015,15.25
Visitors from New Zealand,Total Transportation,Daily spending ($),dollar,2016,16.57
Visitors from New Zealand,Total Transportation,Daily spending ($),dollar,2017,16.45
Visitors from New Zealand,Total Transportation,Daily spending ($),dollar,2018,16.75
Visitors from New Zealand,Total Transportation,Daily spending ($),dollar,2019,15.5
Visitors from New Zealand,Total Transportation,Daily spending ($),dollar,2021,14.61
Visitors from New Zealand,Total Transportation,Daily spending ($),dollar,2022,17.29
Visitors from New Zealand,Total Transportation,Daily spending ($),dollar,2023,18.11
Visitors from New Zealand,Total Shopping,Daily spending ($),dollar,2010,33.39
Visitors from New Zealand,Total Shopping,Daily spending ($),dollar,2011,43.89
Visitors from New Zealand,Total Shopping,Daily spending ($),dollar,2012,48.76
Visitors from New Zealand,Total Shopping,Daily spending ($),dollar,2013,50.81
Visitors from New Zealand,Total Shopping,Daily spending ($),dollar,2014,55.58
Visitors from New Zealand,Total Shopping,Daily spending ($),dollar,2015,55.06
Visitors from New Zealand,Total Shopping,Daily spending ($),dollar,2016,57.01
Visitors from New Zealand,Total Shopping,Daily spending ($),dollar,2017,55.75
Visitors from New Zealand,Total Shopping,Daily spending ($),dollar,2018,51.92
Visitors from New Zealand,Total Shopping,Daily spending ($),dollar,2019,55.04
Visitors from New Zealand,Total Shopping,Daily spending ($),dollar,2021,49.22
Visitors from New Zealand,Total Shopping,Daily spending ($),dollar,2022,54.18
Visitors from New Zealand,Total Shopping,Daily spending ($),dollar,2023,48.99
Visitors from New Zealand,Lodging,Daily spending ($),dollar,2010,51.67
Visitors from New Zealand,Lodging,Daily spending ($),dollar,2011,56.84
Visitors from New Zealand,Lodging,Daily spending ($),dollar,2012,68.18
Visitors from New Zealand,Lodging,Daily spending ($),dollar,2013,77.82
Visitors from New Zealand,Lodging,Daily spending ($),dollar,2014,79.84
Visitors from New Zealand,Lodging,Daily spending ($),dollar,2015,86.32
Visitors from New Zealand,Lodging,Daily spending ($),dollar,2016,107.51
Visitors from New Zealand,Lodging,Daily spending ($),dollar,2017,96.39
Visitors from New Zealand,Lodging,Daily spending ($),dollar,2018,83.49
Visitors from New Zealand,Lodging,Daily spending ($),dollar,2019,88.04
Visitors from New Zealand,Lodging,Daily spending ($),dollar,2021,80.05
Visitors from New Zealand,Lodging,Daily spending ($),dollar,2022,96.43
Visitors from New Zealand,Lodging,Daily spending ($),dollar,2023,117.09
Visitors from New Zealand,All other expenses,Daily spending ($),dollar,2010,25.3
Visitors from New Zealand,All other expenses,Daily spending ($),dollar,2011,6.12
Visitors from New Zealand,All other expenses,Daily spending ($),dollar,2012,3.83
Visitors from New Zealand,All other expenses,Daily spending ($),dollar,2013,7.05
Visitors from New Zealand,All other expenses,Daily spending ($),dollar,2014,6.12
Visitors from New Zealand,All other expenses,Daily spending ($),dollar,2015,4.7
Visitors from New Zealand,All other expenses,Daily spending ($),dollar,2016,11.04
Visitors from New Zealand,All other expenses,Daily spending ($),dollar,2017,10.63
Visitors from New Zealand,All other expenses,Daily spending ($),dollar,2018,8.95
Visitors from New Zealand,All other expenses,Daily spending ($),dollar,2019,12.37
Visitors from New Zealand,All other expenses,Daily spending ($),dollar,2021,9.77
Visitors from New Zealand,All other expenses,Daily spending ($),dollar,2022,6.16
Visitors from New Zealand,All other expenses,Daily spending ($),dollar,2023,9.93
Visitors from China,Total Food and beverage,Daily spending ($),dollar,2010,26.37
Visitors from China,Total Food and beverage,Daily spending ($),dollar,2011,55.28
Visitors from China,Total Food and beverage,Daily spending ($),dollar,2012,55.28
Visitors from China,Total Food and beverage,Daily spending ($),dollar,2013,53.12
Visitors from China,Total Food and beverage,Daily spending ($),dollar,2014,54.13
Visitors from China,Total Food and beverage,Daily spending ($),dollar,2015,55.59
Visitors from China,Total Food and beverage,Daily spending ($),dollar,2016,62.89
Visitors from China,Total Food and beverage,Daily spending ($),dollar,2017,53.92
Visitors from China,Total Food and beverage,Daily spending ($),dollar,2018,53.8
Visitors from China,Total Food and beverage,Daily spending ($),dollar,2019,53.71
Visitors from China,Total Food and beverage,Daily spending ($),dollar,2021,49.88
Visitors from China,Total Food and beverage,Daily spending ($),dollar,2022,52.83
Visitors from China,Total Food and beverage,Daily spending ($),dollar,2023,64.5
Visitors from China,Total Entertainment & Recreation,Daily spending ($),dollar,2010,33.48
Visitors from China,Total Entertainment & Recreation,Daily spending ($),dollar,2011,31.09
Visitors from China,Total Entertainment & Recreation,Daily spending ($),dollar,2012,31.09
Visitors from China,Total Entertainment & Recreation,Daily spending ($),dollar,2013,29.73
Visitors from China,Total Entertainment & Recreation,Daily spending ($),dollar,2014,29.53
Visitors from China,Total Entertainment & Recreation,Daily spending ($),dollar,2015,35.04
Visitors from China,Total Entertainment & Recreation,Daily spending ($),dollar,2016,42.13
Visitors from China,Total Entertainment & Recreation,Daily spending ($),dollar,2017,34.33
Visitors from China,Total Entertainment & Recreation,Daily spending ($),dollar,2018,35.66
Visitors from China,Total Entertainment & Recreation,Daily spending ($),dollar,2019,35.55
Visitors from China,Total Entertainment & Recreation,Daily spending ($),dollar,2021,32.88
Visitors from China,Total Entertainment & Recreation,Daily spending ($),dollar,2022,35.89
Visitors from China,Total Entertainment & Recreation,Daily spending ($),dollar,2023,41.01
Visitors from China,Total Transportation,Daily spending ($),dollar,2010,11.86
Visitors from China,Total Transportation,Daily spending ($),dollar,2011,25.97
Visitors from China,Total Transportation,Daily spending ($),dollar,2012,25.97
Visitors from China,Total Transportation,Daily spending ($),dollar,2013,25.42
Visitors from China,Total Transportation,Daily spending ($),dollar,2014,29.69
Visitors from China,Total Transportation,Daily spending ($),dollar,2015,33
Visitors from China,Total Transportation,Daily spending ($),dollar,2016,44.73
Visitors from China,Total Transportation,Daily spending ($),dollar,2017,37.53
Visitors from China,Total Transportation,Daily spending ($),dollar,2018,37.48
Visitors from China,Total Transportation,Daily spending ($),dollar,2019,36.75
Visitors from China,Total Transportation,Daily spending ($),dollar,2021,34.66
Visitors from China,Total Transportation,Daily spending ($),dollar,2022,37.53
Visitors from China,Total Transportation,Daily spending ($),dollar,2023,49.36
Visitors from China,Total Shopping,Daily spending ($),dollar,2010,101.26
Visitors from China,Total Shopping,Daily spending ($),dollar,2011,193.6
Visitors from China,Total Shopping,Daily spending ($),dollar,2012,193.6
Visitors from China,Total Shopping,Daily spending ($),dollar,2013,190.97
Visitors from China,Total Shopping,Daily spending ($),dollar,2014,182.74
Visitors from China,Total Shopping,Daily spending ($),dollar,2015,159.96
Visitors from China,Total Shopping,Daily spending ($),dollar,2016,115.81
